contract_id,content_id,studio,royalty_rate,rate_per_play,territory,start_date,end_date,tier_threshold,tier_rate,minimum_guarantees,contract_text
C0281,Movie_330,Apex Studios,0.1394,0.0213,"DE,JP,BR,UK",2023-09-25,2026-05-12,50000,0.0181,13339.11,"DIGITAL LICENSE ROYALTY AGREEMENT: C0281
Title: Movie_330 | Studio: Apex Studios
Authorized Territories: DE, JP, BR, UK
Term: 2023-09-25 to 2026-05-12
Rate: $0.0213 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0181.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0282,Show_184,NovaPic,0.1511,0.0457,"US,BR,JP",2023-11-24,2026-08-10,100000,0.0388,6738.1,"DIGITAL LICENSE ROYALTY AGREEMENT: C0282
Title: Show_184 | Studio: NovaPic
Authorized Territories: US, BR, JP
Term: 2023-11-24 to 2026-08-10
Rate: $0.0457 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0388.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0283,Movie_319,StellarSound,0.094,0.011,"BR,FR,IN,JP",2023-02-06,2025-07-25,150000,0.0093,24943.05,"DIGITAL LICENSE ROYALTY AGREEMENT: C0283
Title: Movie_319 | Studio: StellarSound
Authorized Territories: BR, FR, IN, JP
Term: 2023-02-06 to 2025-07-25
Rate: $0.011 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0093.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0284,Movie_455,GridMedia,0.1508,0.0329,"FR,AU,JP",2024-01-03,2026-04-22,75000,0.028,10221.26,"DIGITAL LICENSE ROYALTY AGREEMENT: C0284
Title: Movie_455 | Studio: GridMedia
Authorized Territories: FR, AU, JP
Term: 2024-01-03 to 2026-04-22
Rate: $0.0329 per play. 
Tiering: After 75000 plays, rate adjustments to $0.028.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0285,Movie_250,NeonFilms,0.11,0.0168,"AU,UK",2023-09-22,2026-08-07,200000,0.0143,6575.56,"DIGITAL LICENSE ROYALTY AGREEMENT: C0285
Title: Movie_250 | Studio: NeonFilms
Authorized Territories: AU, UK
Term: 2023-09-22 to 2026-08-07
Rate: $0.0168 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0143.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0286,Music_047,Apex Studios,0.1608,0.0405,"CA,IN,UK,FR",2023-11-11,2025-11-30,75000,0.0344,23805.78,"DIGITAL LICENSE ROYALTY AGREEMENT: C0286
Title: Music_047 | Studio: Apex Studios
Authorized Territories: CA, IN, UK, FR
Term: 2023-11-11 to 2025-11-30
Rate: $0.0405 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0344.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0287,Movie_280,NovaPic,0.1588,0.0233,"CA,AU,US,JP,DE",2024-08-17,2027-03-05,100000,0.0198,15675.34,"DIGITAL LICENSE ROYALTY AGREEMENT: C0287
Title: Movie_280 | Studio: NovaPic
Authorized Territories: CA, AU, US, JP, DE
Term: 2024-08-17 to 2027-03-05
Rate: $0.0233 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0198.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0288,Movie_456,StellarSound,0.0871,0.0456,"FR,DE,IN,US,CA",2023-05-21,2024-11-11,200000,0.0388,5195.86,"DIGITAL LICENSE ROYALTY AGREEMENT: C0288
Title: Movie_456 | Studio: StellarSound
Authorized Territories: FR, DE, IN, US, CA
Term: 2023-05-21 to 2024-11-11
Rate: $0.0456 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0388.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0289,Music_102,GridMedia,0.1143,0.0495,"CA,AU,UK",2024-10-08,2026-03-02,150000,0.0421,5722.54,"DIGITAL LICENSE ROYALTY AGREEMENT: C0289
Title: Music_102 | Studio: GridMedia
Authorized Territories: CA, AU, UK
Term: 2024-10-08 to 2026-03-02
Rate: $0.0495 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0421.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0290,Show_262,NeonFilms,0.1113,0.0123,"UK,AU,BR",2023-04-01,2024-07-24,150000,0.0105,8654.38,"DIGITAL LICENSE ROYALTY AGREEMENT: C0290
Title: Show_262 | Studio: NeonFilms
Authorized Territories: UK, AU, BR
Term: 2023-04-01 to 2024-07-24
Rate: $0.0123 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0105.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0291,Show_048,Apex Studios,0.1414,0.0353,"BR,US,AU,DE,CA",2024-01-18,2025-01-12,150000,0.03,12153.07,"DIGITAL LICENSE ROYALTY AGREEMENT: C0291
Title: Show_048 | Studio: Apex Studios
Authorized Territories: BR, US, AU, DE, CA
Term: 2024-01-18 to 2025-01-12
Rate: $0.0353 per play. 
Tiering: After 150000 plays, rate adjustments to $0.03.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0292,Movie_181,NovaPic,0.1692,0.0403,"IN,FR",2024-12-11,2026-11-01,200000,0.0343,6787.98,"DIGITAL LICENSE ROYALTY AGREEMENT: C0292
Title: Movie_181 | Studio: NovaPic
Authorized Territories: IN, FR
Term: 2024-12-11 to 2026-11-01
Rate: $0.0403 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0343.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0293,Show_058,StellarSound,0.1112,0.0141,"CA,US,UK",2023-10-25,2025-12-13,200000,0.012,15745.09,"DIGITAL LICENSE ROYALTY AGREEMENT: C0293
Title: Show_058 | Studio: StellarSound
Authorized Territories: CA, US, UK
Term: 2023-10-25 to 2025-12-13
Rate: $0.0141 per play. 
Tiering: After 200000 plays, rate adjustments to $0.012.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0294,Show_129,GridMedia,0.1528,0.0339,"JP,AU,UK",2023-07-12,2024-12-03,100000,0.0288,12257.47,"DIGITAL LICENSE ROYALTY AGREEMENT: C0294
Title: Show_129 | Studio: GridMedia
Authorized Territories: JP, AU, UK
Term: 2023-07-12 to 2024-12-03
Rate: $0.0339 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0288.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0295,Movie_424,NeonFilms,0.1748,0.0467,"UK,IN,JP",2023-01-23,2025-07-11,150000,0.0397,2930.31,"DIGITAL LICENSE ROYALTY AGREEMENT: C0295
Title: Movie_424 | Studio: NeonFilms
Authorized Territories: UK, IN, JP
Term: 2023-01-23 to 2025-07-11
Rate: $0.0467 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0397.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0296,Music_044,Apex Studios,0.1305,0.0149,"FR,US,DE,AU",2024-11-08,2026-02-01,50000,0.0127,10941.83,"DIGITAL LICENSE ROYALTY AGREEMENT: C0296
Title: Music_044 | Studio: Apex Studios
Authorized Territories: FR, US, DE, AU
Term: 2024-11-08 to 2026-02-01
Rate: $0.0149 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0127.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0297,Movie_011,NovaPic,0.1454,0.0108,"CA,DE,IN,JP,FR",2023-07-30,2026-05-15,50000,0.0092,11877.45,"DIGITAL LICENSE ROYALTY AGREEMENT: C0297
Title: Movie_011 | Studio: NovaPic
Authorized Territories: CA, DE, IN, JP, FR
Term: 2023-07-30 to 2026-05-15
Rate: $0.0108 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0092.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0298,Movie_200,StellarSound,0.1486,0.0104,"UK,BR,AU,US",2024-06-07,2027-04-23,150000,0.0088,17387.45,"DIGITAL LICENSE ROYALTY AGREEMENT: C0298
Title: Movie_200 | Studio: StellarSound
Authorized Territories: UK, BR, AU, US
Term: 2024-06-07 to 2027-04-23
Rate: $0.0104 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0088.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0299,Movie_426,GridMedia,0.1418,0.0213,"DE,IN,UK",2024-12-21,2027-01-10,50000,0.0181,13699.13,"DIGITAL LICENSE ROYALTY AGREEMENT: C0299
Title: Movie_426 | Studio: GridMedia
Authorized Territories: DE, IN, UK
Term: 2024-12-21 to 2027-01-10
Rate: $0.0213 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0181.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0300,Show_035,NeonFilms,0.1095,0.0116,"JP,IN,US,BR,FR",2023-04-24,2025-10-10,150000,0.0099,22983.02,"DIGITAL LICENSE ROYALTY AGREEMENT: C0300
Title: Show_035 | Studio: NeonFilms
Authorized Territories: JP, IN, US, BR, FR
Term: 2023-04-24 to 2025-10-10
Rate: $0.0116 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0099.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0301,Movie_032,Apex Studios,0.1469,0.016,"CA,DE",2024-10-21,2026-05-14,50000,0.0136,20039.34,"DIGITAL LICENSE ROYALTY AGREEMENT: C0301
Title: Movie_032 | Studio: Apex Studios
Authorized Territories: CA, DE
Term: 2024-10-21 to 2026-05-14
Rate: $0.016 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0136.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0302,Show_080,NovaPic,0.1257,0.0491,"UK,US",2023-10-25,2025-09-14,100000,0.0417,12946.24,"DIGITAL LICENSE ROYALTY AGREEMENT: C0302
Title: Show_080 | Studio: NovaPic
Authorized Territories: UK, US
Term: 2023-10-25 to 2025-09-14
Rate: $0.0491 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0417.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0303,Movie_405,StellarSound,0.1602,0.0225,"US,UK",2024-11-10,2027-06-28,50000,0.0191,4637.47,"DIGITAL LICENSE ROYALTY AGREEMENT: C0303
Title: Movie_405 | Studio: StellarSound
Authorized Territories: US, UK
Term: 2024-11-10 to 2027-06-28
Rate: $0.0225 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0191.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0304,Movie_278,GridMedia,0.0971,0.0243,"CA,JP,BR,UK",2023-07-07,2024-09-29,150000,0.0207,23989.51,"DIGITAL LICENSE ROYALTY AGREEMENT: C0304
Title: Movie_278 | Studio: GridMedia
Authorized Territories: CA, JP, BR, UK
Term: 2023-07-07 to 2024-09-29
Rate: $0.0243 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0207.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0305,Movie_445,NeonFilms,0.1201,0.0485,"BR,UK,US,CA,FR",2023-06-13,2024-09-05,100000,0.0412,21303.44,"DIGITAL LICENSE ROYALTY AGREEMENT: C0305
Title: Movie_445 | Studio: NeonFilms
Authorized Territories: BR, UK, US, CA, FR
Term: 2023-06-13 to 2024-09-05
Rate: $0.0485 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0412.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0306,Show_272,Apex Studios,0.1216,0.0336,"BR,JP,DE",2023-01-30,2025-10-16,200000,0.0286,17763.85,"DIGITAL LICENSE ROYALTY AGREEMENT: C0306
Title: Show_272 | Studio: Apex Studios
Authorized Territories: BR, JP, DE
Term: 2023-01-30 to 2025-10-16
Rate: $0.0336 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0286.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0307,Movie_373,NovaPic,0.168,0.0391,"CA,BR,IN,US,JP",2023-09-25,2026-05-12,75000,0.0332,13369.29,"DIGITAL LICENSE ROYALTY AGREEMENT: C0307
Title: Movie_373 | Studio: NovaPic
Authorized Territories: CA, BR, IN, US, JP
Term: 2023-09-25 to 2026-05-12
Rate: $0.0391 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0332.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0308,Show_223,StellarSound,0.1114,0.0382,"JP,CA,IN",2024-11-08,2027-09-24,200000,0.0325,19769.4,"DIGITAL LICENSE ROYALTY AGREEMENT: C0308
Title: Show_223 | Studio: StellarSound
Authorized Territories: JP, CA, IN
Term: 2024-11-08 to 2027-09-24
Rate: $0.0382 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0325.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0309,Movie_401,GridMedia,0.1049,0.0238,"US,UK",2024-06-01,2026-08-20,150000,0.0202,5844.73,"DIGITAL LICENSE ROYALTY AGREEMENT: C0309
Title: Movie_401 | Studio: GridMedia
Authorized Territories: US, UK
Term: 2024-06-01 to 2026-08-20
Rate: $0.0238 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0202.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0310,Movie_079,NeonFilms,0.1652,0.0448,"IN,JP,UK,US",2024-06-03,2025-12-25,50000,0.0381,19407.18,"DIGITAL LICENSE ROYALTY AGREEMENT: C0310
Title: Movie_079 | Studio: NeonFilms
Authorized Territories: IN, JP, UK, US
Term: 2024-06-03 to 2025-12-25
Rate: $0.0448 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0381.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0311,Show_038,Apex Studios,0.135,0.0251,"AU,CA,BR,IN,JP",2023-11-20,2025-02-12,75000,0.0213,4273.69,"DIGITAL LICENSE ROYALTY AGREEMENT: C0311
Title: Show_038 | Studio: Apex Studios
Authorized Territories: AU, CA, BR, IN, JP
Term: 2023-11-20 to 2025-02-12
Rate: $0.0251 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0213.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0312,Show_076,NovaPic,0.1781,0.0398,"US,FR,BR,AU,DE",2024-09-25,2027-05-13,50000,0.0338,4809.47,"DIGITAL LICENSE ROYALTY AGREEMENT: C0312
Title: Show_076 | Studio: NovaPic
Authorized Territories: US, FR, BR, AU, DE
Term: 2024-09-25 to 2027-05-13
Rate: $0.0398 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0338.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0313,Show_049,StellarSound,0.1105,0.0303,"JP,FR,BR,US,CA",2024-04-10,2026-01-30,75000,0.0258,17228.41,"DIGITAL LICENSE ROYALTY AGREEMENT: C0313
Title: Show_049 | Studio: StellarSound
Authorized Territories: JP, FR, BR, US, CA
Term: 2024-04-10 to 2026-01-30
Rate: $0.0303 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0258.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0314,Show_211,GridMedia,0.136,0.0348,"AU,CA,US,JP",2023-08-16,2024-08-10,150000,0.0296,18624.81,"DIGITAL LICENSE ROYALTY AGREEMENT: C0314
Title: Show_211 | Studio: GridMedia
Authorized Territories: AU, CA, US, JP
Term: 2023-08-16 to 2024-08-10
Rate: $0.0348 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0296.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0315,Movie_042,NeonFilms,0.1141,0.0432,"CA,US,FR,IN",2023-05-24,2026-03-09,100000,0.0367,14823.04,"DIGITAL LICENSE ROYALTY AGREEMENT: C0315
Title: Movie_042 | Studio: NeonFilms
Authorized Territories: CA, US, FR, IN
Term: 2023-05-24 to 2026-03-09
Rate: $0.0432 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0367.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0316,Music_086,Apex Studios,0.1543,0.0264,"CA,BR,FR",2024-04-13,2025-10-05,100000,0.0224,16244.16,"DIGITAL LICENSE ROYALTY AGREEMENT: C0316
Title: Music_086 | Studio: Apex Studios
Authorized Territories: CA, BR, FR
Term: 2024-04-13 to 2025-10-05
Rate: $0.0264 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0224.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0317,Show_133,NovaPic,0.1517,0.0143,"AU,FR",2024-11-05,2027-04-24,150000,0.0122,3546.26,"DIGITAL LICENSE ROYALTY AGREEMENT: C0317
Title: Show_133 | Studio: NovaPic
Authorized Territories: AU, FR
Term: 2024-11-05 to 2027-04-24
Rate: $0.0143 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0122.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0318,Music_059,StellarSound,0.1756,0.0154,"FR,BR",2024-08-22,2026-11-10,150000,0.0131,2597.6,"DIGITAL LICENSE ROYALTY AGREEMENT: C0318
Title: Music_059 | Studio: StellarSound
Authorized Territories: FR, BR
Term: 2024-08-22 to 2026-11-10
Rate: $0.0154 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0131.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0319,Movie_140,GridMedia,0.1724,0.0412,"UK,CA,IN",2024-11-04,2027-05-23,75000,0.035,18065.9,"DIGITAL LICENSE ROYALTY AGREEMENT: C0319
Title: Movie_140 | Studio: GridMedia
Authorized Territories: UK, CA, IN
Term: 2024-11-04 to 2027-05-23
Rate: $0.0412 per play. 
Tiering: After 75000 plays, rate adjustments to $0.035.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0320,Movie_386,NeonFilms,0.1406,0.0229,"DE,BR,UK",2023-10-29,2025-12-17,150000,0.0195,11919.96,"DIGITAL LICENSE ROYALTY AGREEMENT: C0320
Title: Movie_386 | Studio: NeonFilms
Authorized Territories: DE, BR, UK
Term: 2023-10-29 to 2025-12-17
Rate: $0.0229 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0195.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0321,Movie_457,Apex Studios,0.1605,0.0155,"FR,JP,AU,BR",2024-07-20,2027-03-07,200000,0.0132,18250.32,"DIGITAL LICENSE ROYALTY AGREEMENT: C0321
Title: Movie_457 | Studio: Apex Studios
Authorized Territories: FR, JP, AU, BR
Term: 2024-07-20 to 2027-03-07
Rate: $0.0155 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0132.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0322,Music_133,NovaPic,0.1017,0.0184,"UK,JP,AU",2023-04-29,2026-04-13,100000,0.0156,17948.75,"DIGITAL LICENSE ROYALTY AGREEMENT: C0322
Title: Music_133 | Studio: NovaPic
Authorized Territories: UK, JP, AU
Term: 2023-04-29 to 2026-04-13
Rate: $0.0184 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0156.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0323,Music_014,StellarSound,0.1152,0.0292,"FR,DE,BR,IN,US",2024-06-19,2025-09-12,200000,0.0248,23710.16,"DIGITAL LICENSE ROYALTY AGREEMENT: C0323
Title: Music_014 | Studio: StellarSound
Authorized Territories: FR, DE, BR, IN, US
Term: 2024-06-19 to 2025-09-12
Rate: $0.0292 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0248.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0324,Movie_141,GridMedia,0.0825,0.0158,"DE,FR,CA",2023-03-05,2025-12-19,50000,0.0134,6997.8,"DIGITAL LICENSE ROYALTY AGREEMENT: C0324
Title: Movie_141 | Studio: GridMedia
Authorized Territories: DE, FR, CA
Term: 2023-03-05 to 2025-12-19
Rate: $0.0158 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0134.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0325,Show_125,NeonFilms,0.1584,0.0182,"CA,IN,JP,BR,DE",2024-02-03,2025-08-26,200000,0.0155,3226.89,"DIGITAL LICENSE ROYALTY AGREEMENT: C0325
Title: Show_125 | Studio: NeonFilms
Authorized Territories: CA, IN, JP, BR, DE
Term: 2024-02-03 to 2025-08-26
Rate: $0.0182 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0155.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0326,Movie_321,Apex Studios,0.1311,0.0419,"BR,FR",2024-03-02,2026-11-17,100000,0.0356,18091.06,"DIGITAL LICENSE ROYALTY AGREEMENT: C0326
Title: Movie_321 | Studio: Apex Studios
Authorized Territories: BR, FR
Term: 2024-03-02 to 2026-11-17
Rate: $0.0419 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0356.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0327,Show_209,NovaPic,0.1113,0.0321,"AU,IN,JP",2024-12-22,2027-10-08,50000,0.0273,19232.57,"DIGITAL LICENSE ROYALTY AGREEMENT: C0327
Title: Show_209 | Studio: NovaPic
Authorized Territories: AU, IN, JP
Term: 2024-12-22 to 2027-10-08
Rate: $0.0321 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0273.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0328,Movie_458,StellarSound,0.1448,0.0402,"IN,DE,FR",2023-07-01,2026-03-17,200000,0.0342,19115.13,"DIGITAL LICENSE ROYALTY AGREEMENT: C0328
Title: Movie_458 | Studio: StellarSound
Authorized Territories: IN, DE, FR
Term: 2023-07-01 to 2026-03-17
Rate: $0.0402 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0342.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0329,Music_074,GridMedia,0.0874,0.0485,"BR,DE",2024-07-23,2026-03-15,200000,0.0412,5185.46,"DIGITAL LICENSE ROYALTY AGREEMENT: C0329
Title: Music_074 | Studio: GridMedia
Authorized Territories: BR, DE
Term: 2024-07-23 to 2026-03-15
Rate: $0.0485 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0412.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0330,Movie_327,NeonFilms,0.093,0.0334,"UK,US,CA,FR,DE",2023-02-22,2026-02-06,100000,0.0284,2627.02,"DIGITAL LICENSE ROYALTY AGREEMENT: C0330
Title: Movie_327 | Studio: NeonFilms
Authorized Territories: UK, US, CA, FR, DE
Term: 2023-02-22 to 2026-02-06
Rate: $0.0334 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0284.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0331,Movie_127,Apex Studios,0.1732,0.0346,"CA,JP,DE,FR",2023-07-08,2025-10-25,100000,0.0294,13537.4,"DIGITAL LICENSE ROYALTY AGREEMENT: C0331
Title: Movie_127 | Studio: Apex Studios
Authorized Territories: CA, JP, DE, FR
Term: 2023-07-08 to 2025-10-25
Rate: $0.0346 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0294.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0332,Movie_133,NovaPic,0.0868,0.0302,"CA,JP,FR,BR,UK",2023-12-06,2025-10-26,150000,0.0257,14719.3,"DIGITAL LICENSE ROYALTY AGREEMENT: C0332
Title: Movie_133 | Studio: NovaPic
Authorized Territories: CA, JP, FR, BR, UK
Term: 2023-12-06 to 2025-10-26
Rate: $0.0302 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0257.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0333,Music_018,StellarSound,0.1094,0.048,"CA,JP",2024-04-01,2025-10-23,200000,0.0408,14436.23,"DIGITAL LICENSE ROYALTY AGREEMENT: C0333
Title: Music_018 | Studio: StellarSound
Authorized Territories: CA, JP
Term: 2024-04-01 to 2025-10-23
Rate: $0.048 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0408.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0334,Movie_398,GridMedia,0.1704,0.0345,"JP,BR",2023-04-27,2025-04-16,200000,0.0293,7986.11,"DIGITAL LICENSE ROYALTY AGREEMENT: C0334
Title: Movie_398 | Studio: GridMedia
Authorized Territories: JP, BR
Term: 2023-04-27 to 2025-04-16
Rate: $0.0345 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0293.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0335,Music_116,NeonFilms,0.1057,0.039,"FR,AU,IN,US",2023-10-31,2026-06-17,50000,0.0331,23005.06,"DIGITAL LICENSE ROYALTY AGREEMENT: C0335
Title: Music_116 | Studio: NeonFilms
Authorized Territories: FR, AU, IN, US
Term: 2023-10-31 to 2026-06-17
Rate: $0.039 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0331.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0336,Music_194,Apex Studios,0.0993,0.0306,"CA,IN",2024-11-17,2027-07-05,50000,0.026,6266.38,"DIGITAL LICENSE ROYALTY AGREEMENT: C0336
Title: Music_194 | Studio: Apex Studios
Authorized Territories: CA, IN
Term: 2024-11-17 to 2027-07-05
Rate: $0.0306 per play. 
Tiering: After 50000 plays, rate adjustments to $0.026.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0337,Movie_416,NovaPic,0.1574,0.0446,"FR,BR,JP",2023-03-15,2026-01-28,150000,0.0379,21302.46,"DIGITAL LICENSE ROYALTY AGREEMENT: C0337
Title: Movie_416 | Studio: NovaPic
Authorized Territories: FR, BR, JP
Term: 2023-03-15 to 2026-01-28
Rate: $0.0446 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0379.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0338,Show_096,StellarSound,0.1486,0.011,"US,UK",2023-09-15,2026-02-01,100000,0.0093,3352.44,"DIGITAL LICENSE ROYALTY AGREEMENT: C0338
Title: Show_096 | Studio: StellarSound
Authorized Territories: US, UK
Term: 2023-09-15 to 2026-02-01
Rate: $0.011 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0093.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0339,Movie_259,GridMedia,0.087,0.0429,"BR,FR,UK,US,IN",2024-11-20,2026-02-13,100000,0.0365,11671.74,"DIGITAL LICENSE ROYALTY AGREEMENT: C0339
Title: Movie_259 | Studio: GridMedia
Authorized Territories: BR, FR, UK, US, IN
Term: 2024-11-20 to 2026-02-13
Rate: $0.0429 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0365.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0340,Movie_314,NeonFilms,0.1335,0.0357,"CA,JP",2024-05-29,2025-08-22,200000,0.0303,3922.85,"DIGITAL LICENSE ROYALTY AGREEMENT: C0340
Title: Movie_314 | Studio: NeonFilms
Authorized Territories: CA, JP
Term: 2024-05-29 to 2025-08-22
Rate: $0.0357 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0303.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0341,Movie_410,Apex Studios,0.109,0.0374,"BR,FR,AU,JP,US",2024-04-30,2025-09-22,200000,0.0318,4446.37,"DIGITAL LICENSE ROYALTY AGREEMENT: C0341
Title: Movie_410 | Studio: Apex Studios
Authorized Territories: BR, FR, AU, JP, US
Term: 2024-04-30 to 2025-09-22
Rate: $0.0374 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0318.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0342,Movie_163,NovaPic,0.1333,0.0155,"UK,DE,JP,BR",2024-10-25,2026-09-15,150000,0.0132,20427.33,"DIGITAL LICENSE ROYALTY AGREEMENT: C0342
Title: Movie_163 | Studio: NovaPic
Authorized Territories: UK, DE, JP, BR
Term: 2024-10-25 to 2026-09-15
Rate: $0.0155 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0132.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
